family,subfamily,tribe,genus.group,subgenus,genus.species
Culicidae,Culicinae,Culicini,Culex,CulexCulex,Culex propinquus
Culicidae,Culicinae,Culicini,Culex,CulexCulex,Culex prosecutor
Culicidae,Culicinae,Culicini,Culex,CulexCulex,Culex pruina
Culicidae,Culicinae,Culicini,Culex,CulexCulex,Culex pseudojanthinosoma
Culicidae,Culicinae,Culicini,Culex,CulexCulex,Culex pseudopruina
Culicidae,Culicinae,Culicini,Culex,CulexCulex,Culex pseudostigmatosoma
Culicidae,Culicinae,Culicini,Culex,CulexCulex,Culex pseudovishnui
Culicidae,Culicinae,Culicini,Culex,CulexCulex,Culex quasiguiarti
Culicidae,Culicinae,Culicini,Culex,CulexCulex,Culex quinquefasciatus
Culicidae,Culicinae,Culicini,Culex,CulexCulex,Culex quitensis
Culicidae,Culicinae,Culicini,Culex,CulexCulex,Culex restuans
Culicidae,Culicinae,Culicini,Culex,CulexCulex,Culex riojanus
Culicidae,Culicinae,Culicini,Culex,CulexCulex,Culex roseni
Culicidae,Culicinae,Culicini,Culex,CulexCulex,Culex rotoruae
Culicidae,Culicinae,Culicini,Culex,CulexCulex,Culex salinarius
Culicidae,Culicinae,Culicini,Culex,CulexCulex,Culex saltanensis
Culicidae,Culicinae,Culicini,Culex,CulexCulex,Culex scheuberi
Culicidae,Culicinae,Culicini,Culex,CulexCulex,Culex schwetzi
Culicidae,Culicinae,Culicini,Culex,CulexCulex,Culex scimitar
Culicidae,Culicinae,Culicini,Culex,CulexCulex,Culex scottii
Culicidae,Culicinae,Culicini,Culex,CulexCulex,Culex sechani
Culicidae,Culicinae,Culicini,Culex,CulexCulex,Culex secutor
Culicidae,Culicinae,Culicini,Culex,CulexCulex,Culex seldeslachtsi
Culicidae,Culicinae,Culicini,Culex,CulexCulex,Culex shoae
Culicidae,Culicinae,Culicini,Culex,CulexCulex,Culex simpsoni
Culicidae,Culicinae,Culicini,Culex,CulexCulex,Culex sinaiticus
Culicidae,Culicinae,Culicini,Culex,CulexCulex,Culex sitiens
Culicidae,Culicinae,Culicini,Culex,CulexCulex,Culex solitarius
Culicidae,Culicinae,Culicini,Culex,CulexCulex,Culex sphinx
Culicidae,Culicinae,Culicini,Culex,CulexCulex,Culex spinosus
Culicidae,Culicinae,Culicini,Culex,CulexCulex,Culex stenolepis
Culicidae,Culicinae,Culicini,Culex,CulexCulex,Culex stigmatosoma
Culicidae,Culicinae,Culicini,Culex,CulexCulex,Culex striatipes
Culicidae,Culicinae,Culicini,Culex,CulexCulex,Culex summorosus
Culicidae,Culicinae,Culicini,Culex,CulexCulex,Culex surinamensis
Culicidae,Culicinae,Culicini,Culex,CulexCulex,Culex tamsi
Culicidae,Culicinae,Culicini,Culex,CulexCulex,Culex tarsalis
Culicidae,Culicinae,Culicini,Culex,CulexCulex,Culex tatoi
Culicidae,Culicinae,Culicini,Culex,CulexCulex,Culex telesilla
Culicidae,Culicinae,Culicini,Culex,CulexCulex,Culex tenagius
Culicidae,Culicinae,Culicini,Culex,CulexCulex,Culex terzii
Culicidae,Culicinae,Culicini,Culex,CulexCulex,Culex thalassius
Culicidae,Culicinae,Culicini,Culex,CulexCulex,Culex theileri
Culicidae,Culicinae,Culicini,Culex,CulexCulex,Culex thriambus
Culicidae,Culicinae,Culicini,Culex,CulexCulex,Culex tianpingensis
Culicidae,Culicinae,Culicini,Culex,CulexCulex,Culex toroensis
Culicidae,Culicinae,Culicini,Culex,CulexCulex,Culex torrentium
Culicidae,Culicinae,Culicini,Culex,CulexCulex,Culex toviiensis
Culicidae,Culicinae,Culicini,Culex,CulexCulex,Culex trifilatus
Culicidae,Culicinae,Culicini,Culex,CulexCulex,Culex trifoliatus
Culicidae,Culicinae,Culicini,Culex,CulexCulex,Culex tritaeniorhynchus
Culicidae,Culicinae,Culicini,Culex,CulexCulex,Culex tsengi
Culicidae,Culicinae,Culicini,Culex,CulexCulex,Culex umbripes
Culicidae,Culicinae,Culicini,Culex,CulexCulex,Culex univittatus
Culicidae,Culicinae,Culicini,Culex,CulexCulex,Culex usquatissimus
Culicidae,Culicinae,Culicini,Culex,CulexCulex,Culex usquatus
Culicidae,Culicinae,Culicini,Culex,CulexCulex,Culex vagans
Culicidae,Culicinae,Culicini,Culex,CulexCulex,Culex vansomereni
Culicidae,Culicinae,Culicini,Culex,CulexCulex,Culex ventrilloni
Culicidae,Culicinae,Culicini,Culex,CulexCulex,Culex verutus
Culicidae,Culicinae,Culicini,Culex,CulexCulex,Culex vicinus
Culicidae,Culicinae,Culicini,Culex,CulexCulex,Culex vishnui
Culicidae,Culicinae,Culicini,Culex,CulexCulex,Culex watti
Culicidae,Culicinae,Culicini,Culex,CulexCulex,Culex weschei
Culicidae,Culicinae,Culicini,Culex,CulexCulex,Culex whitei
Culicidae,Culicinae,Culicini,Culex,CulexCulex,Culex whitmorei
Culicidae,Culicinae,Culicini,Culex,CulexCulex,Culex whittingtoni
Culicidae,Culicinae,Culicini,Culex,CulexCulex,Culex yojoae
Culicidae,Culicinae,Culicini,Culex,CulexCulex,Culex zombaensis
Culicidae,Culicinae,Culicini,Culex,CulexCuliciomyia,Culex azurini
Culicidae,Culicinae,Culicini,Culex,CulexCuliciomyia,Culex bahri
Culicidae,Culicinae,Culicini,Culex,CulexCuliciomyia,Culex bailyi
Culicidae,Culicinae,Culicini,Culex,CulexCuliciomyia,Culex barrinus
Culicidae,Culicinae,Culicini,Culex,CulexCuliciomyia,Culex cambournaci
Culicidae,Culicinae,Culicini,Culex,CulexCuliciomyia,Culex ceramensis
Culicidae,Culicinae,Culicini,Culex,CulexCuliciomyia,Culex cheni
Culicidae,Culicinae,Culicini,Culex,CulexCuliciomyia,Culex cinerellus
Culicidae,Culicinae,Culicini,Culex,CulexCuliciomyia,Culex cinereus
Culicidae,Culicinae,Culicini,Culex,CulexCuliciomyia,Culex delfinadoae
Culicidae,Culicinae,Culicini,Culex,CulexCuliciomyia,Culex dispectus
Culicidae,Culicinae,Culicini,Culex,CulexCuliciomyia,Culex eouzani
Culicidae,Culicinae,Culicini,Culex,CulexCuliciomyia,Culex fragilis
Culicidae,Culicinae,Culicini,Culex,CulexCuliciomyia,Culex furlongi
Culicidae,Culicinae,Culicini,Culex,CulexCuliciomyia,Culex fuscicinctus
Culicidae,Culicinae,Culicini,Culex,CulexCuliciomyia,Culex gilliesi
Culicidae,Culicinae,Culicini,Culex,CulexCuliciomyia,Culex grenieri
Culicidae,Culicinae,Culicini,Culex,CulexCuliciomyia,Culex hainanensis
Culicidae,Culicinae,Culicini,Culex,CulexCuliciomyia,Culex harleyi
Culicidae,Culicinae,Culicini,Culex,CulexCuliciomyia,Culex harrisoni
Culicidae,Culicinae,Culicini,Culex,CulexCuliciomyia,Culex javanensis
Culicidae,Culicinae,Culicini,Culex,CulexCuliciomyia,Culex kyotoensis
Culicidae,Culicinae,Culicini,Culex,CulexCuliciomyia,Culex lampangensis
Culicidae,Culicinae,Culicini,Culex,CulexCuliciomyia,Culex liberiensis
Culicidae,Culicinae,Culicini,Culex,CulexCuliciomyia,Culex macfiei
Culicidae,Culicinae,Culicini,Culex,CulexCuliciomyia,Culex maplei
Culicidae,Culicinae,Culicini,Culex,CulexCuliciomyia,Culex megaonychus
Culicidae,Culicinae,Culicini,Culex,CulexCuliciomyia,Culex milloti
Culicidae,Culicinae,Culicini,Culex,CulexCuliciomyia,Culex mongiro
Culicidae,Culicinae,Culicini,Culex,CulexCuliciomyia,Culex muspratti
Culicidae,Culicinae,Culicini,Culex,CulexCuliciomyia,Culex nailoni
Culicidae,Culicinae,Culicini,Culex,CulexCuliciomyia,Culex nebulosus
Culicidae,Culicinae,Culicini,Culex,CulexCuliciomyia,Culex nigropunctatus
Culicidae,Culicinae,Culicini,Culex,CulexCuliciomyia,Culex pallidothorax
Culicidae,Culicinae,Culicini,Culex,CulexCuliciomyia,Culex pandani
Culicidae,Culicinae,Culicini,Culex,CulexCuliciomyia,Culex papuensis
Culicidae,Culicinae,Culicini,Culex,CulexCuliciomyia,Culex pullus
Culicidae,Culicinae,Culicini,Culex,CulexCuliciomyia,Culex rajah
Culicidae,Culicinae,Culicini,Culex,CulexCuliciomyia,Culex ramakrishnii
Culicidae,Culicinae,Culicini,Culex,CulexCuliciomyia,Culex ramalingami
Culicidae,Culicinae,Culicini,Culex,CulexCuliciomyia,Culex ruthae
Culicidae,Culicinae,Culicini,Culex,CulexCuliciomyia,Culex ryukyensis
Culicidae,Culicinae,Culicini,Culex,CulexCuliciomyia,Culex sasai
Culicidae,Culicinae,Culicini,Culex,CulexCuliciomyia,Culex scanloni
Culicidae,Culicinae,Culicini,Culex,CulexCuliciomyia,Culex semibrunneus
Culicidae,Culicinae,Culicini,Culex,CulexCuliciomyia,Culex shebbearei
Culicidae,Culicinae,Culicini,Culex,CulexCuliciomyia,Culex spathifurca
Culicidae,Culicinae,Culicini,Culex,CulexCuliciomyia,Culex spiculostylus
Culicidae,Culicinae,Culicini,Culex,CulexCuliciomyia,Culex subaequalis
Culicidae,Culicinae,Culicini,Culex,CulexCuliciomyia,Culex termi
Culicidae,Culicinae,Culicini,Culex,CulexCuliciomyia,Culex thurmanorum
Culicidae,Culicinae,Culicini,Culex,CulexCuliciomyia,Culex tricuspis
Culicidae,Culicinae,Culicini,Culex,CulexCuliciomyia,Culex viridiventer
Culicidae,Culicinae,Culicini,Culex,CulexCuliciomyia,Culex yaoi
Culicidae,Culicinae,Culicini,Culex,CulexEumelanomyia,Culex acrostichalis
Culicidae,Culicinae,Culicini,Culex,CulexEumelanomyia,Culex adami
Culicidae,Culicinae,Culicini,Culex,CulexEumelanomyia,Culex adersianus
Culicidae,Culicinae,Culicini,Culex,CulexEumelanomyia,Culex albertianus
Culicidae,Culicinae,Culicini,Culex,CulexEumelanomyia,Culex albiventris
Culicidae,Culicinae,Culicini,Culex,CulexEumelanomyia,Culex amaniensis
Culicidae,Culicinae,Culicini,Culex,CulexEumelanomyia,Culex andreanus
Culicidae,Culicinae,Culicini,Culex,CulexEumelanomyia,Culex baisasi
Culicidae,Culicinae,Culicini,Culex,CulexEumelanomyia,Culex bokorensis
Culicidae,Culicinae,Culicini,Culex,CulexEumelanomyia,Culex brenguesi
Culicidae,Culicinae,Culicini,Culex,CulexEumelanomyia,Culex brevipalpis
Culicidae,Culicinae,Culicini,Culex,CulexEumelanomyia,Culex calabarensis
Culicidae,Culicinae,Culicini,Culex,CulexEumelanomyia,Culex campilunati
Culicidae,Culicinae,Culicini,Culex,CulexEumelanomyia,Culex castor
Culicidae,Culicinae,Culicini,Culex,CulexEumelanomyia,Culex castrensis
Culicidae,Culicinae,Culicini,Culex,CulexEumelanomyia,Culex cataractarum
Culicidae,Culicinae,Culicini,Culex,CulexEumelanomyia,Culex chauveti
Culicidae,Culicinae,Culicini,Culex,CulexEumelanomyia,Culex femineus
Culicidae,Culicinae,Culicini,Culex,CulexEumelanomyia,Culex fimbriforceps
Culicidae,Culicinae,Culicini,Culex,CulexEumelanomyia,Culex foliatus
Culicidae,Culicinae,Culicini,Culex,CulexEumelanomyia,Culex galliardi
Culicidae,Culicinae,Culicini,Culex,CulexEumelanomyia,Culex garioui
Culicidae,Culicinae,Culicini,Culex,CulexEumelanomyia,Culex germaini
Culicidae,Culicinae,Culicini,Culex,CulexEumelanomyia,Culex hackeri
Culicidae,Culicinae,Culicini,Culex,CulexEumelanomyia,Culex hamoni
Culicidae,Culicinae,Culicini,Culex,CulexEumelanomyia,Culex hayashii
Culicidae,Culicinae,Culicini,Culex,CulexEumelanomyia,Culex helenae
Culicidae,Culicinae,Culicini,Culex,CulexEumelanomyia,Culex hinglungensis
Culicidae,Culicinae,Culicini,Culex,CulexEumelanomyia,Culex horridus
Culicidae,Culicinae,Culicini,Culex,CulexEumelanomyia,Culex inconspicuosus
Culicidae,Culicinae,Culicini,Culex,CulexEumelanomyia,Culex insignis
Culicidae,Culicinae,Culicini,Culex,CulexEumelanomyia,Culex iphis
Culicidae,Culicinae,Culicini,Culex,CulexEumelanomyia,Culex jefferyi
Culicidae,Culicinae,Culicini,Culex,CulexEumelanomyia,Culex kanyamwerima
Culicidae,Culicinae,Culicini,Culex,CulexEumelanomyia,Culex khazani
Culicidae,Culicinae,Culicini,Culex,CulexEumelanomyia,Culex kilara
Culicidae,Culicinae,Culicini,Culex,CulexEumelanomyia,Culex kingianus
Culicidae,Culicinae,Culicini,Culex,CulexEumelanomyia,Culex kiriensis
Culicidae,Culicinae,Culicini,Culex,CulexEumelanomyia,Culex laplantei
Culicidae,Culicinae,Culicini,Culex,CulexEumelanomyia,Culex latifoliatus
Culicidae,Culicinae,Culicini,Culex,CulexEumelanomyia,Culex laureli
Culicidae,Culicinae,Culicini,Culex,CulexEumelanomyia,Culex macrostylus
Culicidae,Culicinae,Culicini,Culex,CulexEumelanomyia,Culex malayensis
Culicidae,Culicinae,Culicini,Culex,CulexEumelanomyia,Culex malayi
Culicidae,Culicinae,Culicini,Culex,CulexEumelanomyia,Culex manusensis
Culicidae,Culicinae,Culicini,Culex,CulexEumelanomyia,Culex megafolius
Culicidae,Culicinae,Culicini,Culex,CulexEumelanomyia,Culex miaolingensis
Culicidae,Culicinae,Culicini,Culex,CulexEumelanomyia,Culex micolo
Culicidae,Culicinae,Culicini,Culex,CulexEumelanomyia,Culex mijanae
Culicidae,Culicinae,Culicini,Culex,CulexEumelanomyia,Culex mohani
Culicidae,Culicinae,Culicini,Culex,CulexEumelanomyia,Culex mundulus
Culicidae,Culicinae,Culicini,Culex,CulexEumelanomyia,Culex okinawae
Culicidae,Culicinae,Culicini,Culex,CulexEumelanomyia,Culex oresbius
Culicidae,Culicinae,Culicini,Culex,CulexEumelanomyia,Culex orstom
Culicidae,Culicinae,Culicini,Culex,CulexEumelanomyia,Culex otachati
Culicidae,Culicinae,Culicini,Culex,CulexEumelanomyia,Culex phangngae
Culicidae,Culicinae,Culicini,Culex,CulexEumelanomyia,Culex pluvialis
Culicidae,Culicinae,Culicini,Culex,CulexEumelanomyia,Culex pseudoandreanus
Culicidae,Culicinae,Culicini,Culex,CulexEumelanomyia,Culex quintetti
Culicidae,Culicinae,Culicini,Culex,CulexEumelanomyia,Culex richardgarciai
Culicidae,Culicinae,Culicini,Culex,CulexEumelanomyia,Culex richei
Culicidae,Culicinae,Culicini,Culex,CulexEumelanomyia,Culex rima
Culicidae,Culicinae,Culicini,Culex,CulexEumelanomyia,Culex rubinotus
Culicidae,Culicinae,Culicini,Culex,CulexEumelanomyia,Culex selai
Culicidae,Culicinae,Culicini,Culex,CulexEumelanomyia,Culex simplicicornis
Culicidae,Culicinae,Culicini,Culex,CulexEumelanomyia,Culex simpliciforceps
Culicidae,Culicinae,Culicini,Culex,CulexEumelanomyia,Culex stellatus
Culicidae,Culicinae,Culicini,Culex,CulexEumelanomyia,Culex subrima
Culicidae,Culicinae,Culicini,Culex,CulexEumelanomyia,Culex sunyaniensis
Culicidae,Culicinae,Culicini,Culex,CulexEumelanomyia,Culex tauffliebi
Culicidae,Culicinae,Culicini,Culex,CulexEumelanomyia,Culex tenuipalpis
Culicidae,Culicinae,Culicini,Culex,CulexEumelanomyia,Culex uncinatus
Culicidae,Culicinae,Culicini,Culex,CulexEumelanomyia,Culex vattieri
Culicidae,Culicinae,Culicini,Culex,CulexEumelanomyia,Culex vinckei
Culicidae,Culicinae,Culicini,Culex,CulexEumelanomyia,Culex wansoni
Culicidae,Culicinae,Culicini,Culex,CulexEumelanomyia,Culex wigglesworthi
Culicidae,Culicinae,Culicini,Culex,CulexEumelanomyia,Culex yeageri
Culicidae,Culicinae,Culicini,Culex,CulexKitzmilleria,Culex moucheti
Culicidae,Culicinae,Culicini,Culex,CulexLasiosiphon,Culex adairi
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex aculeatus
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex acutipalus
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex aestivus
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex alorensis
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex alphus
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex atracus
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex bandoengensis
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex becki
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex bengalensis
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex bergi
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex bicornutus
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex bolii
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex brevipalpus
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex buxtoni
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex carolinensis
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex castaneus
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex christiani
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex cinctellus
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex coerulescens
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex collessi
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex cottlei
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex crassicomus
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex crowei
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex cubiculi
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex cubitatus
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex curtipalpis
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex cylindricus
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex demissus
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex digoelensis
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex durhami
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex eminentia
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex eukrines
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex flavicornis
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex fraudatrix
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex fulleri
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex gagnei
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex ganapathi
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex gibbulus
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex gossi
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex gracicornis
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex gressitti
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex hewitti
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex hilli
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex hirtipalpis
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex hurlbuti
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex imposter
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex incomptus
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex inculus
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex infantulus
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex insequens
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex insularis
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex jenseni
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex josephineae
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex kaviengensis
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex kowiroensis
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex kuhnsi
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex kusaiensis
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex laffooni
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex lairdi
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex lakei
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex lasiopalpis
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex lavatae
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex leei
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex lucaris
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex macdonaldi
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex mammilifer
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex marksae
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex minjensis
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex minor
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex minutissimus
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex muruae
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex navalis
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex niger
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex orbostiensis
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex oweni
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex pairoji
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex paraculeatus
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex perryi
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex petersi
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex peytoni
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex pholeter
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex pilifemoralis
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex pseudornatus
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex pseudorubithoracis
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex quadripalpis
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex raghavanii
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex rajaneeae
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex reidi
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex rubithoracis
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex sangengluoensis
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex schilfgaardei
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex sedlacekae
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex seniori
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex shanahani
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex singhbhumensis
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex singuawaensis
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex solomonis
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex spiculosus
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex steffani
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex submarginalis
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex szemaonensis
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex traubi
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex tuberis
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex uniformis
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex variatus
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex versabilis
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex walukasi
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex wamanguae
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex wardi
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex whartoni
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex wilfredi
Culicidae,Culicinae,Culicini,Culex,CulexLophoceraomyia,Culex winkleri
Culicidae,Culicinae,Culicini,Culex,CulexMaillotia,Culex arbieeni
Culicidae,Culicinae,Culicini,Culex,CulexMaillotia,Culex avianus
Culicidae,Culicinae,Culicini,Culex,CulexMaillotia,Culex deserticola
Culicidae,Culicinae,Culicini,Culex,CulexMaillotia,Culex hortensis
Culicidae,Culicinae,Culicini,Culex,CulexMaillotia,Culex peringueyi
Culicidae,Culicinae,Culicini,Culex,CulexMaillotia,Culex quettensis
Culicidae,Culicinae,Culicini,Culex,CulexMaillotia,Culex salisburiensis
Culicidae,Culicinae,Culicini,Culex,CulexMaillotia,Culex seyrigi
Culicidae,Culicinae,Culicini,Culex,CulexMaillotia,Culex subsalisburiensis
Culicidae,Culicinae,Culicini,Culex,CulexMelanoconion,Culex abominator
Culicidae,Culicinae,Culicini,Culex,CulexMelanoconion,Culex abonnenci
Culicidae,Culicinae,Culicini,Culex,CulexMelanoconion,Culex adamesi
Culicidae,Culicinae,Culicini,Culex,CulexMelanoconion,Culex akritos
Culicidae,Culicinae,Culicini,Culex,CulexMelanoconion,Culex albinensis
Culicidae,Culicinae,Culicini,Culex,CulexMelanoconion,Culex alcocki
Culicidae,Culicinae,Culicini,Culex,CulexMelanoconion,Culex aliciae
Culicidae,Culicinae,Culicini,Culex,CulexMelanoconion,Culex alinkios
Culicidae,Culicinae,Culicini,Culex,CulexMelanoconion,Culex alogistus
Culicidae,Culicinae,Culicini,Culex,CulexMelanoconion,Culex amitis
Culicidae,Culicinae,Culicini,Culex,CulexMelanoconion,Culex andricus
Culicidae,Culicinae,Culicini,Culex,CulexMelanoconion,Culex anips
Culicidae,Culicinae,Culicini,Culex,CulexMelanoconion,Culex anoplicitus
Culicidae,Culicinae,Culicini,Culex,CulexMelanoconion,Culex arboricola
Culicidae,Culicinae,Culicini,Culex,CulexMelanoconion,Culex atratus
Culicidae,Culicinae,Culicini,Culex,CulexMelanoconion,Culex aureonotatus
Culicidae,Culicinae,Culicini,Culex,CulexMelanoconion,Culex bahiensis
Culicidae,Culicinae,Culicini,Culex,CulexMelanoconion,Culex bastagarius
Culicidae,Culicinae,Culicini,Culex,CulexMelanoconion,Culex batesi
Culicidae,Culicinae,Culicini,Culex,CulexMelanoconion,Culex bejaranoi
Culicidae,Culicinae,Culicini,Culex,CulexMelanoconion,Culex bequaerti
Culicidae,Culicinae,Culicini,Culex,CulexMelanoconion,Culex bifoliolatus
Culicidae,Culicinae,Culicini,Culex,CulexMelanoconion,Culex brachiatus
Culicidae,Culicinae,Culicini,Culex,CulexMelanoconion,Culex carcinophilus
Culicidae,Culicinae,Culicini,Culex,CulexMelanoconion,Culex caribeanus
Culicidae,Culicinae,Culicini,Culex,CulexMelanoconion,Culex caudatus
Culicidae,Culicinae,Culicini,Culex,CulexMelanoconion,Culex caudelli
